[14112.2, 14107.7, 14109, 14113.5; 16280.6, 16271.3, 16270.7, 16280]
[14092.4, 14090.3, 14091.5, 14093.7; 16203.2, 16193.3, 16193, 16202.9]
[14123.5, 14128.5, 14129.6, 14124.6; 16314.5, 16305.6, 16306.3, 16315.1]
[14090.2, 14087.9, 14089.3, 14091.6; 16193.5, 16183.4, 16183, 16193.1]
[14549.8, 14549.8, 14549.6, 14549.6; 16220.2, 16220.5, 16220.4, 16220.2]
[14552, 14552, 14551.7, 14551.8; 16206.8, 16207, 16207, 16206.8]
[14396.9, 14396.8, 14396.6, 14396.8; 15966.5, 15966.7, 15966.6, 15966.4]
[14088.2, 14086, 14087.3, 14089.4; 16183.6, 16173.7, 16173.4, 16183.4]
[14148.8, 14149, 14148.8, 14148.6; 16026.4, 16026.5, 16026.7, 16026.5]
[14086, 14083.9, 14085.1, 14087.3; 16173.9, 16163.9, 16163.7, 16173.6]
[14153, 14153.4, 14153.4, 14153; 16019.2, 16019.2, 16019.6, 16019.6]
[14084.5, 14082.8, 14084.1, 14085.8; 16167, 16157, 16156.7, 16166.8]
[14118.5, 14123.5, 14124.7, 14119.7; 16323.1, 16314, 16314.7, 16323.8]
[14082.8, 14081.1, 14082.3, 14084.1; 16157.1, 16147.1, 16146.9, 16156.9]
[14562.1, 14562.1, 14561.9, 14561.9; 16198.8, 16199, 16199, 16198.8]
[14563.4, 14563.7, 14563.7, 14563.4; 16184.4, 16184.4, 16184.8, 16184.8]
[14563.5, 14563.4, 14563.2, 14563.2; 16173.7, 16173.9, 16173.9, 16173.7]
[14243.1, 14243, 14242.8, 14243; 15955.7, 15955.9, 15955.7, 15955.6]
[14170.9, 14181.6, 14163.3, 14152.6; 16360.3, 16372.5, 16388.5, 16376.4]
[14125.5, 14118.5, 14119.6, 14126.6; 16331.1, 16323.5, 16322.5, 16330.1]
[14196.2, 14196.6, 14203.3, 14203; 16400.5, 16393.9, 16394.3, 16400.9]
[14081.1, 14079.3, 14080.6, 14082.4; 16147.3, 16137.3, 16137, 16147]
[14128.9, 14125.4, 14126.6, 14130.1; 16340.3, 16330.7, 16330.3, 16339.8]
[14550.7, 14550.5, 14550.4, 14550.5; 16270.8, 16270.9, 16270.8, 16270.6]
[14156, 14156.2, 14156, 14155.9; 16004.6, 16004.8, 16005, 16004.8]
[14079.4, 14077.6, 14078.9, 14080.7; 16137.4, 16127.4, 16127.2, 16137.2]
[14564.6, 14564.4, 14564.3, 14564.4; 16138.3, 16138.4, 16138.3, 16138.1]
[14130.7, 14128.6, 14130, 14132.1; 16349.9, 16339.8, 16339.5, 16349.6]
[14460.9, 14461.3, 14442.8, 14442.4; 16393.9, 16405.6, 16406.3, 16394.6]
[14144.4, 14144.5, 14144.4, 14144.2; 16006.9, 16007.1, 16007.3, 16007.1]
[14077.7, 14075.9, 14077.2, 14078.9; 16127.6, 16117.6, 16117.3, 16127.3]
[14512.2, 14512.1, 14511.9, 14512.1; 16021.7, 16021.9, 16021.7, 16021.5]
[14368.5, 14368.4, 14368.2, 14368.4; 15938.4, 15938.6, 15938.4, 15938.3]
[14484.3, 14484.1, 14484, 14484.1; 15993, 15993.2, 15993.1, 15992.9]
[14131.8, 14130.6, 14132, 14133.2; 16359.9, 16349.6, 16349.4, 16359.7]
[14573.8, 14573.8, 14573.6, 14573.6; 16166.7, 16167, 16167, 16166.7]
[14573.8, 14573.8, 14573.6, 14573.6; 16153.9, 16154.2, 16154.2, 16153.9]
[14576.2, 14576.2, 14576, 14576; 16190.9, 16191.1, 16191.1, 16190.8]
[14315.1, 14312.3, 14312.3, 14315.1; 16444.9, 16444.9, 16438.3, 16438.3]
[14076, 14074.2, 14075.5, 14077.2; 16117.7, 16107.7, 16107.5, 16117.5]
[14327.6, 14328.3, 14329.2, 14328.5; 15929.2, 15928.5, 15929.4, 15930.1]
[14540.2, 14540, 14539.9, 14540; 16050.3, 16050.5, 16050.3, 16050.1]
[14187.6, 14177.5, 14177.6, 14187.7; 16405.6, 16404.5, 16403.2, 16404.3]
[14498.1, 14498.9, 14489.1, 14488.2; 16374.3, 16383.4, 16384.3, 16375.2]
[14573.5, 14573.4, 14573.2, 14573.4; 16246.4, 16246.6, 16246.4, 16246.2]
[14456.3, 14456.2, 14456, 14456.2; 15964.4, 15964.6, 15964.5, 15964.3]
[14147.5, 14147.9, 14147.9, 14147.5; 15992.1, 15992.1, 15992.5, 15992.5]
[14130.9, 14132, 14133.3, 14132.2; 16369.8, 16359.7, 16359.8, 16369.9]
[14581.1, 14581.4, 14581.4, 14581.1; 16174.4, 16174.4, 16174.8, 16174.8]
[14265.9, 14265.8, 14265.6, 14265.8; 15931.3, 15931.5, 15931.4, 15931.2]
[14074.2, 14072.5, 14073.8, 14075.5; 16107.8, 16097.8, 16097.6, 16107.6]
[14331.6, 14332.3, 14333.2, 14332.5; 15925.3, 15924.6, 15925.5, 15926.2]
[14474.6, 14465.5, 14464.9, 14474; 16407.5, 16408, 16398.2, 16397.6]
[14152.3, 14152.4, 14152.3, 14152.1; 15983.8, 15983.9, 15984.1, 15983.9]
[14177.7, 14167.4, 14167.5, 14177.8; 16404.7, 16403.7, 16402.3, 16403.2]
[14335.7, 14336.4, 14337.3, 14336.6; 15921.4, 15920.7, 15921.6, 15922.3]
[14072.4, 14070.6, 14072, 14073.8; 16098.1, 16087.9, 16087.6, 16097.8]
[14588.5, 14588.5, 14588.2, 14588.3; 16183.8, 16184, 16184, 16183.7]
[14129.8, 14130.9, 14132.2, 14131.1; 16379.6, 16369.5, 16369.7, 16379.8]
[14167.7, 14157.6, 14157.8, 14167.9; 16403.5, 16402.4, 16401.1, 16402.2]
[14339.6, 14340.4, 14341.2, 14340.5; 15917.7, 15917, 15917.9, 15918.6]
[14568.1, 14568, 14567.8, 14568; 16078.9, 16079.1, 16079, 16078.8]
[14140.6, 14140.8, 14140.6, 14140.4; 15985.7, 15985.9, 15986.1, 15985.9]
[14070.8, 14069.1, 14070.3, 14072.1; 16088.1, 16078.1, 16077.9, 16087.9]
[14592.5, 14592.4, 14592.2, 14592.4; 16166.9, 16167.1, 16166.9, 16166.8]
[14428.4, 14428.2, 14428.1, 14428.2; 15935.8, 15936, 15935.8, 15935.6]
[14593, 14593.4, 14593.4, 14593; 16167.6, 16167.6, 16168, 16168]
[14157.8, 14147.7, 14147.8, 14157.9; 16402.4, 16401.5, 16400.2, 16401.1]
[14224.9, 14219.2, 14220.2, 14225.9; 16446.8, 16438.4, 16437.6, 16446.1]
[14128.7, 14129.8, 14131.1, 14129.9; 16389.6, 16379.5, 16379.6, 16389.7]
[14069.1, 14067.4, 14068.6, 14070.4; 16078.3, 16068.3, 16068, 16078.1]
[14341, 14340.9, 14340.7, 14340.9; 15909.3, 15909.5, 15909.3, 15909.1]
[14147.9, 14137.8, 14137.9, 14148; 16401.5, 16400.6, 16399.3, 16400.2]
[14215.1, 14214.9, 14214.8, 14214.9; 15927, 15927.2, 15927.1, 15926.9]
[14601, 14601, 14600.8, 14600.8; 16183.7, 16183.9, 16183.9, 16183.6]
[14230.5, 14224.8, 14225.9, 14231.6; 16455.2, 16446.8, 16446, 16454.4]
[14143.3, 14143.7, 14143.7, 14143.3; 15967.8, 15967.8, 15968.2, 15968.2]
[14578.6, 14578.4, 14578.2, 14578.4; 16299.3, 16299.5, 16299.3, 16299.2]
[14067.2, 14065.4, 14066.8, 14068.6; 16068.5, 16058.3, 16058, 16068.2]
[14148.5, 14148.7, 14148.6, 14148.4; 15961.5, 15961.6, 15961.8, 15961.6]
[14127.6, 14128.7, 14130, 14128.9; 16399.4, 16389.3, 16389.5, 16399.6]
[14187.1, 14187.9, 14188.7, 14188; 15934.8, 15934.1, 15935, 15935.7]
[14137.9, 14127.8, 14127.9, 14138.1; 16400.6, 16399.6, 16398.3, 16399.3]
[14238.2, 14230.2, 14231.1, 14239.1; 16461.7, 16455.1, 16454, 16460.6]
[14191.2, 14191.9, 14192.8, 14192.1; 15930.9, 15930.2, 15931.1, 15931.8]
[14596.1, 14595.9, 14595.7, 14595.9; 16107.5, 16107.7, 16107.6, 16107.4]
[14195.3, 14196, 14196.9, 14196.2; 15927, 15926.3, 15927.2, 15927.9]
[14065.7, 14063.9, 14065.2, 14066.9; 16058.6, 16048.6, 16048.3, 16058.4]
[14136.8, 14137, 14136.8, 14136.6; 15963.2, 15963.4, 15963.5, 15963.3]
[14199.2, 14200, 14200.8, 14200.1; 15923.3, 15922.6, 15923.5, 15924.2]
[14246, 14238.2, 14239, 14246.8; 16468, 16461.5, 16460.5, 16467]
[14400.5, 14400.3, 14400.1, 14400.3; 15907.2, 15907.4, 15907.2, 15907]
[14253.8, 14246, 14246.8, 14254.6; 16474.5, 16468, 16467, 16473.5]
[14064, 14062.2, 14063.5, 14065.2; 16048.7, 16038.7, 16038.5, 16048.5]
[14601.5, 14601.4, 14601.2, 14601.4; 16275.1, 16275.3, 16275.1, 16274.9]
[14238, 14237.8, 14237.7, 14237.8; 15902.7, 15902.9, 15902.8, 15902.6]
[14339.4, 14329.2, 14329.2, 14339.3; 16483.6, 16484.2, 16482.9, 16482.3]
[14349.4, 14339.2, 14339.2, 14349.3; 16483.1, 16483.7, 16482.4, 16481.8]
[14329.4, 14319.3, 14319.2, 14329.4; 16484.2, 16484.7, 16483.4, 16482.9]
[14261.4, 14253.5, 14254.4, 14262.3; 16481, 16474.4, 16473.3, 16479.9]
[14359.3, 14349.2, 14349.1, 14359.3; 16482.6, 16483.1, 16481.8, 16481.3]
[14319.4, 14309.3, 14309.2, 14319.3; 16484.6, 16485.2, 16483.9, 16483.3]
[14369.3, 14359.2, 14359.1, 14369.2; 16482, 16482.6, 16481.3, 16480.7]
[14452.7, 14468.9, 14468.9, 14452.7; 16438.1, 16438.1, 16462.5, 16462.4]
[14309.5, 14299.1, 14299.1, 14309.4; 16485.3, 16485.8, 16484.4, 16483.9]
[14147.7, 14147.8, 14147.6, 14147.5; 15941.7, 15941.9, 15942.1, 15941.9]
[14620.5, 14620.3, 14620.1, 14620.3; 16195.5, 16195.7, 16195.5, 16195.4]
[14379.3, 14369.1, 14369, 14379.2; 16481.5, 16482.1, 16480.8, 16480.2]
[14062.2, 14060.5, 14061.8, 14063.5; 16038.9, 16028.9, 16028.6, 16038.7]
[14214.9, 14215.3, 14215.3, 14214.9; 15904.7, 15904.7, 15905, 15905]
[14299.5, 14289.3, 14289.3, 14299.4; 16485.7, 16486.3, 16485, 16484.4]
[14389.2, 14378.9, 14378.8, 14389.2; 16481.2, 16481.7, 16480.3, 16479.8]
[14289.5, 14279.4, 14279.3, 14289.4; 16486.3, 16486.9, 16485.6, 16485]
[14327.2, 14326.9, 14326.8, 14327.2; 15883.6, 15883.6, 15883.3, 15883.2]
[14269.2, 14261.4, 14262.3, 14270.1; 16487.4, 16480.9, 16479.9, 16486.4]
[14399.2, 14389, 14389, 14399.1; 16480.6, 16481.1, 16479.8, 16479.3]
[14212.5, 14212.8, 14212.8, 14212.5; 15902.2, 15902.2, 15902.6, 15902.6]
[14328.3, 14328, 14327.9, 14328.3; 15882.5, 15882.5, 15882.2, 15882.1]
[14141.7, 14142.1, 14142.1, 14141.7; 15940.3, 15940.3, 15940.7, 15940.7]
[14279.5, 14269.4, 14269.3, 14279.5; 16486.8, 16487.4, 16486.1, 16485.5]
[14329.5, 14329.1, 14329.1, 14329.4; 15881.4, 15881.4, 15881.1, 15881]
[14196.1, 14196.5, 14196.5, 14196.1; 15907.1, 15907.1, 15907.4, 15907.4]
[14313.1, 14312.9, 14312.8, 14312.9; 15880.7, 15880.9, 15880.7, 15880.5]
[14408.8, 14398.7, 14398.7, 14408.9; 16481, 16480.6, 16479.3, 16479.7]
[14197.6, 14198, 14198, 14197.6; 15905.6, 15905.6, 15906, 15906]
[14135.8, 14136, 14135.8, 14135.6; 15941.6, 15941.8, 15941.9, 15941.7]
[14210.1, 14210.5, 14210.5, 14210.1; 15899.9, 15899.9, 15900.3, 15900.3]
[14624, 14623.8, 14623.7, 14623.8; 16136.2, 16136.3, 16136.2, 16136]
[14060.5, 14058.8, 14060, 14061.8; 16029, 16019, 16018.8, 16028.8]
[14199.5, 14199.9, 14199.9, 14199.5; 15903.7, 15903.7, 15904, 15904]
[14201.5, 14201.8, 14201.8, 14201.5; 15901.9, 15901.9, 15902.2, 15902.2]
[14318, 14318.3, 14318.3, 14318; 15877.6, 15877.6, 15878, 15878]
[14203.3, 14203.7, 14203.7, 14203.3; 15900, 15900, 15900.4, 15900.4]
[14418.8, 14408.7, 14408.9, 14419; 16482.2, 16481, 16479.7, 16481]
[14319.5, 14319.8, 14319.8, 14319.5; 15876.2, 15876.2, 15876.5, 15876.5]
[14207.6, 14208, 14208, 14207.6; 15897.4, 15897.4, 15897.8, 15897.8]
[14150.7, 14150.8, 14150.6, 14150.5; 15926.9, 15927.1, 15927.2, 15926.9]
[14205.3, 14205.7, 14205.7, 14205.3; 15898.1, 15898.1, 15898.4, 15898.4]
[14207.2, 14207.6, 14207.6, 14207.2; 15896.3, 15896.3, 15896.6, 15896.6]
