[14321.4, 14321.8, 14321.8, 14321.4; 15874.2, 15874.2, 15874.6, 15874.6]
[14372.5, 14372.4, 14372.2, 14372.4; 15878.6, 15878.7, 15878.6, 15878.4]
[14209.2, 14209.6, 14209.6, 14209.2; 15894.3, 15894.3, 15894.6, 15894.6]
[14211.3, 14211.6, 14211.6, 14211.3; 15892.4, 15892.4, 15892.8, 15892.8]
[14323.4, 14323.7, 14323.7, 14323.4; 15872.4, 15872.4, 15872.8, 15872.8]
[14204.7, 14205.1, 14205.1, 14204.7; 15894.5, 15894.5, 15894.8, 15894.8]
[14058.7, 14056.8, 14058.2, 14060.1; 16019.3, 16009.1, 16008.9, 16019]
[14428.6, 14418.7, 14418.9, 14428.9; 16484.2, 16482.2, 16480.9, 16483]
[14316.2, 14315.8, 14315.8, 14316.1; 15872.1, 15872.2, 15871.8, 15871.8]
[14213.1, 14213.5, 14213.5, 14213.1; 15890.5, 15890.5, 15890.9, 15890.9]
[14317.3, 14317, 14316.9, 14317.3; 15871, 15871.1, 15870.7, 15870.7]
[14325.2, 14325.5, 14325.5, 14325.2; 15870.6, 15870.6, 15870.9, 15870.9]
[14215, 14215.4, 14215.4, 14215; 15888.7, 15888.7, 15889.1, 15889.1]
[14262.7, 14252, 14262.5, 14273.2; 16507.3, 16496.1, 16486, 16497.3]
[14318.4, 14318.1, 14318, 14318.4; 15869.9, 15870, 15869.6, 15869.6]
[14216.9, 14217.3, 14217.3, 14216.9; 15886.8, 15886.8, 15887.2, 15887.2]
[14202.3, 14202.7, 14202.7, 14202.3; 15892.1, 15892.1, 15892.5, 15892.5]
[14145.7, 14146.1, 14146.1, 14145.7; 15921.8, 15921.8, 15922.2, 15922.2]
[14327.2, 14327.6, 14327.6, 14327.2; 15868.6, 15868.6, 15869, 15869]
[14187.2, 14187, 14186.8, 14187; 15898.4, 15898.6, 15898.4, 15898.2]
[14218.7, 14219, 14219, 14218.7; 15885.2, 15885.2, 15885.6, 15885.6]
[14220.9, 14220.9, 14220.7, 14220.7; 15884.1, 15884.3, 15884.3, 15884.1]
[14344.1, 14343.7, 14343.7, 14344; 15868.5, 15868.6, 15868.2, 15868.2]
[14606.5, 14606.3, 14606.2, 14606.3; 16327.9, 16328.1, 16328, 16327.8]
[14139.2, 14139.3, 14139.1, 14139; 15923.7, 15923.9, 15924, 15923.8]
[14157.3, 14157.3, 14157.1, 14157; 15912, 15912.3, 15912.3, 15912.1]
[14329.1, 14329.4, 14329.4, 14329.1; 15866.8, 15866.8, 15867.2, 15867.2]
[14438.3, 14428.4, 14428.7, 14438.6; 16486.7, 16484.2, 16482.9, 16485.4]
[14345.2, 14344.9, 14344.8, 14345.2; 15867.4, 15867.5, 15867.1, 15867.1]
[14132.9, 14130.8, 14107.3, 14109.4; 16434, 16441.9, 16435.4, 16427.5]
[14199.7, 14200.1, 14200.1, 14199.7; 15889.4, 15889.4, 15889.7, 15889.7]
[14057.1, 14055.3, 14056.6, 14058.4; 16009.3, 15999.3, 15999.1, 16009.1]
[14346.3, 14346, 14345.9, 14346.3; 15866.3, 15866.4, 15866, 15866]
[14331.1, 14331.5, 14331.5, 14331.1; 15864.8, 15864.8, 15865.2, 15865.2]
[14197.6, 14197.9, 14197.9, 14197.6; 15887.6, 15887.6, 15888, 15888]
[14333.1, 14333.5, 14333.5, 14333.1; 15863, 15863, 15863.3, 15863.3]
[14306.6, 14306.2, 14306.1, 14306.5; 15862.3, 15862.3, 15862, 15861.9]
[14165.4, 14165.4, 14165.2, 14165.2; 15900.8, 15901, 15901, 15900.8]
[14335, 14335.4, 14335.4, 14335; 15861.1, 15861.1, 15861.5, 15861.5]
[14447.9, 14438.1, 14438.4, 14448.3; 16489.1, 16486.6, 16485.4, 16487.8]
[14195, 14195.4, 14195.4, 14195; 15885.9, 15885.9, 15886.3, 15886.3]
[14307.7, 14307.3, 14307.3, 14307.6; 15861.2, 15861.2, 15860.9, 15860.8]
[14308.8, 14308.5, 14308.4, 14308.8; 15860.1, 15860.1, 15859.8, 15859.7]
[14098, 14100.4, 14110, 14107.5; 16433.3, 16424.5, 16427.2, 16435.9]
[14155, 14155.4, 14155.4, 14155; 15904.2, 15904.2, 15904.6, 15904.6]
[14336.9, 14337.3, 14337.3, 14336.9; 15859.3, 15859.3, 15859.6, 15859.6]
[14174.7, 14174.7, 14174.5, 14174.5; 15893.2, 15893.5, 15893.5, 15893.2]
[14192.1, 14192.4, 14192.4, 14192.1; 15884.5, 15884.5, 15884.9, 15884.9]
[14055.4, 14053.6, 14054.9, 14056.6; 15999.5, 15989.5, 15989.2, 15999.2]
[14222.7, 14222.7, 14222.5, 14222.5; 15872.3, 15872.6, 15872.6, 15872.3]
[14338.8, 14339.2, 14339.2, 14338.8; 15857.4, 15857.4, 15857.8, 15857.8]
[14332.9, 14332.6, 14332.5, 14332.9; 15857.2, 15857.2, 15856.9, 15856.8]
[14542.5, 14520.3, 14516, 14538.3; 16445.2, 16451.6, 16436.8, 16430.4]
[14648.4, 14648.2, 14648.1, 14648.3; 16224.1, 16224.3, 16224.2, 16224]
[14147, 14147, 14146.8, 14146.8; 15906.1, 15906.3, 15906.3, 15906.1]
[14629.4, 14629.2, 14629.1, 14629.3; 16303.6, 16303.8, 16303.7, 16303.5]
[14188.2, 14188.6, 14188.6, 14188.2; 15883.4, 15883.4, 15883.7, 15883.7]
[14334.1, 14333.7, 14333.7, 14334; 15856.1, 15856.1, 15855.8, 15855.7]
[14340.5, 14340.9, 14340.9, 14340.5; 15855.8, 15855.8, 15856.2, 15856.2]
[14458.9, 14458.2, 14451.8, 14452.5; 16487.7, 16490.4, 16488.7, 16486]
[14457.6, 14447.8, 14448.1, 14458; 16491.5, 16489, 16487.8, 16490.3]
[14652, 14651.8, 14651.6, 14651.8; 16164.8, 16165, 16164.8, 16164.6]
[14335.2, 14334.9, 14334.8, 14335.2; 15855, 15855, 15854.7, 15854.6]
[14185, 14185.3, 14185.3, 14185; 15882.9, 15882.9, 15883.3, 15883.3]
[14181.5, 14181.9, 14181.9, 14181.5; 15883, 15883, 15883.3, 15883.3]
[14178.6, 14179, 14179, 14178.6; 15883.4, 15883.4, 15883.8, 15883.8]
[14168.5, 14168.9, 14168.9, 14168.5; 15888.4, 15888.4, 15888.7, 15888.7]
[14232, 14232, 14231.8, 14231.8; 15863.7, 15863.9, 15863.9, 15863.7]
[14297, 14296.7, 14296.6, 14297; 15852.6, 15852.6, 15852.3, 15852.2]
[14175.7, 14176.1, 14176.1, 14175.7; 15884.3, 15884.3, 15884.6, 15884.6]
[14172.7, 14173.1, 14173.1, 14172.7; 15885.6, 15885.6, 15886, 15886]
[14053.7, 14051.9, 14053.2, 14054.9; 15989.6, 15979.6, 15979.4, 15989.4]
[14298.2, 14297.8, 14297.8, 14298.1; 15851.5, 15851.5, 15851.2, 15851.1]
[14285.2, 14285, 14284.8, 14285; 15852, 15852.2, 15852.1, 15851.9]
[14156.5, 14156.5, 14156.2, 14156.3; 15893, 15893.2, 15893.2, 15893]
[14467.7, 14457.4, 14457.4, 14467.7; 16491.9, 16491.6, 16490.2, 16490.4]
[14299.3, 14298.9, 14298.9, 14299.3; 15850.4, 15850.4, 15850.1, 15850]
[14313, 14313.4, 14313.4, 14313; 15849.4, 15849.4, 15849.7, 15849.7]
[14344.6, 14344.4, 14344.2, 14344.4; 15849.9, 15850.1, 15850, 15849.8]
[14177.8, 14178.2, 14178.2, 14177.8; 15878.7, 15878.7, 15879, 15879]
[14246.3, 14246.3, 14246, 14246.1; 15855.3, 15855.5, 15855.5, 15855.3]
[14323.3, 14322.9, 14322.8, 14323.2; 15847.1, 15847.2, 15846.8, 15846.8]
[14310, 14310.3, 14310.3, 14310; 15846.4, 15846.4, 15846.7, 15846.7]
[14192.2, 14192.6, 14192.6, 14192.2; 15871.2, 15871.2, 15871.6, 15871.6]
[14324.4, 14324, 14324, 14324.3; 15846, 15846.1, 15845.7, 15845.7]
[14477.7, 14467.5, 14467.6, 14477.7; 16492, 16491.7, 16490.4, 16490.7]
[14325.5, 14325.2, 14325.1, 14325.5; 15844.9, 15845, 15844.6, 15844.6]
[14273.8, 14273.8, 14273.6, 14273.6; 15847.7, 15848, 15848, 15847.7]
[14207.5, 14207.8, 14207.8, 14207.5; 15863.6, 15863.6, 15864, 15864]
[14051.9, 14050.2, 14051.5, 14053.2; 15979.8, 15969.7, 15969.5, 15979.5]
[14307.1, 14307.5, 14307.5, 14307.1; 15843.5, 15843.5, 15843.8, 15843.8]
[14261.7, 14261.7, 14261.5, 14261.5; 15848, 15848.3, 15848.3, 15848]
[14164.4, 14164.4, 14164.2, 14164.2; 15879.8, 15880, 15880, 15879.8]
[14287.6, 14287.3, 14287.3, 14287.6; 15843.1, 15843.1, 15842.8, 15842.8]
[14288.8, 14288.4, 14288.4, 14288.8; 15842, 15842, 15841.7, 15841.7]
[14231.4, 14231.7, 14231.7, 14231.4; 15851.8, 15851.8, 15852.1, 15852.1]
[14069, 14069.3, 14067.8, 14067.5; 15948.9, 15949.8, 15950.3, 15949.3]
[14303.9, 14304.2, 14304.2, 14303.9; 15840.2, 15840.2, 15840.6, 15840.6]
[14487.3, 14477.4, 14477.6, 14487.6; 16494.2, 16491.9, 16490.7, 16492.9]
[14289.9, 14289.5, 14289.5, 14289.9; 15840.9, 15840.9, 15840.6, 15840.6]
[14301, 14301.4, 14301.4, 14301; 15837.4, 15837.4, 15837.8, 15837.8]
[14313.4, 14313, 14313, 14313.3; 15837.1, 15837.2, 15836.8, 15836.7]
[14050.2, 14048.5, 14049.8, 14051.5; 15969.9, 15959.9, 15959.7, 15969.7]
[14314.5, 14314.2, 14314.1, 14314.5; 15836, 15836, 15835.7, 15835.6]
[14315.7, 14315.3, 14315.2, 14315.6; 15834.9, 15835, 15834.6, 15834.5]
[14253.5, 14253.8, 14253.8, 14253.5; 15840.7, 15840.7, 15841.1, 15841.1]
[14194.5, 14194.5, 14194.3, 14194.3; 15857.6, 15857.8, 15857.8, 15857.6]
[14298.2, 14298.6, 14298.6, 14298.2; 15834.6, 15834.6, 15834.9, 15834.9]
[14497, 14487.1, 14487.4, 14497.3; 16496.4, 16494.2, 16492.9, 16495.1]
[14206.9, 14206.9, 14206.7, 14206.7; 15851.6, 15851.8, 15851.8, 15851.5]
[14279.6, 14279.2, 14279.2, 14279.6; 15834.9, 15834.9, 15834.5, 15834.6]
[14295, 14295.3, 14295.3, 14295; 15832.2, 15832.2, 15832.6, 15832.6]
[14280.7, 14280.4, 14280.4, 14280.7; 15833.8, 15833.8, 15833.4, 15833.4]
[14281.9, 14281.5, 14281.5, 14281.9; 15832.7, 15832.7, 15832.3, 15832.4]
[14219.6, 14219.6, 14219.4, 14219.4; 15844.9, 15845.1, 15845.1, 15844.9]
[14291.7, 14292, 14292, 14291.7; 15830.5, 15830.5, 15830.9, 15830.9]
[14634.5, 14634.3, 14634.1, 14634.3; 16356.5, 16356.7, 16356.6, 16356.4]
[14271.2, 14271.6, 14271.6, 14271.2; 15832, 15832, 15832.4, 15832.4]
[14048.5, 14046.8, 14048, 14049.8; 15960, 15950, 15949.8, 15959.8]
[14287.8, 14288.1, 14288.1, 14287.8; 15829.3, 15829.3, 15829.7, 15829.7]
[14274.3, 14274.7, 14274.7, 14274.3; 15830.5, 15830.5, 15830.8, 15830.8]
[14679.9, 14679.7, 14679.6, 14679.7; 16193.4, 16193.6, 16193.4, 16193.3]
[14284.3, 14284.7, 14284.7, 14284.3; 15828.8, 15828.8, 15829.2, 15829.2]
[14277.6, 14278, 14278, 14277.6; 15829.4, 15829.4, 15829.8, 15829.8]
[14281, 14281.4, 14281.4, 14281; 15828.9, 15828.9, 15829.2, 15829.2]
[14234.9, 14234.9, 14234.7, 14234.7; 15837.1, 15837.4, 15837.4, 15837.1]
[14303.8, 14303.4, 14303.4, 14303.7; 15827.2, 15827.3, 15826.9, 15826.9]
[14506.6, 14496.5, 14496.9, 14506.9; 16498.8, 16496.5, 16495, 16497.4]
[14304.9, 14304.5, 14304.5, 14304.8; 15826.1, 15826.2, 15825.8, 15825.7]
[14167.5, 14167.2, 14167.4, 14167.7; 15859.9, 15859.6, 15859.4, 15859.7]
[14676.4, 14676.2, 14676, 14676.2; 16252.8, 16252.9, 16252.8, 16252.6]
[14306, 14305.7, 14305.6, 14306; 15825, 15825.1, 15824.7, 15824.7]
[14171.5, 14171.1, 14171.4, 14171.7; 15856, 15855.7, 15855.4, 15855.8]
[14248.8, 14248.8, 14248.6, 14248.6; 15830.2, 15830.4, 15830.4, 15830.2]
[14270.9, 14270.6, 14270.6, 14270.9; 15826, 15826, 15825.6, 15825.6]
[14272.1, 14271.7, 14271.7, 14272.1; 15824.9, 15824.9, 15824.5, 15824.5]
[14316.6, 14316.5, 14316.3, 14316.5; 15821.3, 15821.5, 15821.3, 15821.2]
[14046.8, 14045, 14046.3, 14048.1; 15950.2, 15940.2, 15940, 15950]
[14273.2, 14272.8, 14272.8, 14273.2; 15823.8, 15823.8, 15823.4, 15823.4]
[14516.4, 14506.4, 14506.7, 14516.7; 16500.5, 16498.6, 16497.3, 16499.2]
[14657.4, 14657.2, 14657, 14657.2; 16332.3, 16332.4, 16332.3, 16332.1]
[14153.1, 14152.8, 14153, 14153.3; 15860.2, 15859.9, 15859.7, 15860]
[14258.2, 14258.1, 14257.9, 14257.9; 15823.4, 15823.7, 15823.7, 15823.4]
[14295.6, 14295.2, 14295.2, 14295.6; 15819, 15819, 15818.6, 15818.6]
[14296.7, 14296.4, 14296.4, 14296.7; 15817.8, 15817.8, 15817.5, 15817.5]
[14160.5, 14160.1, 14160.4, 14160.7; 15852.8, 15852.5, 15852.2, 15852.5]
[14297.9, 14297.5, 14297.5, 14297.9; 15816.8, 15816.8, 15816.4, 15816.4]
[14179, 14172.7, 14187.3, 14193.6; 16541.2, 16534.2, 16521.1, 16528.2]
[14164.4, 14164.1, 14164.3, 14164.6; 15848.9, 15848.5, 15848.3, 15848.6]
[14161.6, 14153.4, 14169.5, 14177.6; 16536.9, 16528.4, 16513, 16521.5]
[14044.9, 14043.2, 14044.6, 14046.3; 15940.4, 15930.2, 15930, 15940.2]
[14526.2, 14516.2, 14516.5, 14526.5; 16502.4, 16500.5, 16499.2, 16501.1]
[14159.5, 14160, 14159.5, 14158.9; 16522.8, 16523.2, 16523.8, 16523.3]
[14199.9, 14187.2, 14179.9, 14192.7; 16535.6, 16547.1, 16539, 16527.6]
[14171.9, 14171.6, 14171.8, 14172.1; 15840.9, 15840.6, 15840.4, 15840.7]
[14260.8, 14260.5, 14263.2, 14263.6; 15815.7, 15815.4, 15812.7, 15813.1]
[14287.1, 14286.7, 14286.8, 14287.1; 15810.2, 15810.2, 15809.9, 15809.9]
[14288.2, 14287.9, 14287.9, 14288.2; 15809.1, 15809.1, 15808.8, 15808.8]
[14589.1, 14596.2, 14595.3, 14588.1; 15917, 15924.2, 15925.1, 15917.9]
[14582.1, 14589.2, 14588.3, 14581.2; 15909.9, 15917.1, 15918, 15910.8]
[14596.1, 14603.2, 14602.3, 14595.2; 15924.2, 15931.4, 15932.3, 15925.1]
[14289.4, 14289, 14289, 14289.4; 15808, 15808, 15807.7, 15807.7]
[14575.1, 14582.2, 14581.3, 14574.1; 15902.7, 15910, 15910.9, 15903.6]
[14153.4, 14153.1, 14153.4, 14153.7; 15845.7, 15845.3, 15845.1, 15845.4]
[14603.2, 14610.6, 14609.6, 14602.2; 15931.2, 15938.5, 15939.6, 15932.3]
[14536, 14526, 14526.2, 14536.2; 16504.3, 16502.4, 16501.1, 16503]
[14568.1, 14575.4, 14574.4, 14567.1; 15895.5, 15902.8, 15903.8, 15896.5]
[14610.1, 14617.3, 14616.4, 14609.2; 15938.4, 15945.7, 15946.6, 15939.4]
[14043.4, 14041.6, 14042.9, 14044.6; 15930.5, 15920.5, 15920.3, 15930.3]
[14268.1, 14267.8, 14268, 14268.3; 15808.9, 15808.6, 15808.4, 15808.7]
[14561.1, 14568.4, 14567.4, 14560.1; 15888.4, 15895.7, 15896.7, 15889.4]
[14617.1, 14624.3, 14623.4, 14616.2; 15945.5, 15952.8, 15953.7, 15946.4]
[14157.4, 14157.1, 14157.3, 14157.6; 15841.7, 15841.4, 15841.2, 15841.5]
[14269.4, 14269.1, 14269.4, 14269.7; 15807.6, 15807.3, 15807.1, 15807.4]
[14553.9, 14561.1, 14560.1, 14553; 15881.3, 15888.6, 15889.5, 15882.2]
[14624.2, 14631.3, 14630.4, 14623.3; 15952.7, 15959.9, 15960.8, 15953.6]
[14270.7, 14270.4, 14270.7, 14271; 15806.3, 15806, 15805.8, 15806.1]
[14546.9, 14554, 14553.1, 14546; 15874.2, 15881.4, 15882.3, 15875.1]
[14631.2, 14638.4, 14637.5, 14630.3; 15959.8, 15967, 15967.9, 15960.7]
[14272.1, 14271.8, 14272, 14272.3; 15805, 15804.7, 15804.4, 15804.8]
[14253.8, 14253.5, 14256.2, 14256.6; 15808.6, 15808.3, 15805.6, 15805.9]
[14539.9, 14547, 14546.1, 14539; 15867.1, 15874.3, 15875.2, 15868]
[14238.4, 14238.1, 14238.3, 14238.6; 15810, 15809.6, 15809.4, 15809.7]
[14173.1, 14173.7, 14173.4, 14172.8; 16541.5, 16542.1, 16542.4, 16541.7]
[14173.5, 14179, 14173, 14167.6; 16536.3, 16542.2, 16547.6, 16541.7]
[14638.4, 14645.6, 14644.6, 14637.3; 15966.8, 15974.2, 15975.2, 15967.8]
[14239.7, 14239.4, 14239.6, 14239.9; 15808.7, 15808.3, 15808.1, 15808.4]
[14545.7, 14535.8, 14536, 14546; 16506.2, 16504.3, 16503, 16505]
[14532.9, 14540.2, 14539.2, 14531.9; 15859.9, 15867.2, 15868.2, 15860.9]
[14241.1, 14240.7, 14241, 14241.3; 15807.4, 15807, 15806.8, 15807.1]
[14645.3, 14652.4, 14651.5, 14644.4; 15974.1, 15981.3, 15982.2, 15975]
[14242.4, 14242, 14242.3, 14242.6; 15806.1, 15805.7, 15805.5, 15805.8]
[14707.8, 14707.7, 14707.5, 14707.7; 16222, 16222.2, 16222, 16221.9]
[14041.6, 14039.9, 14041.2, 14042.9; 15920.6, 15910.6, 15910.4, 15920.4]
[14146.4, 14146.1, 14146.3, 14146.6; 15838.5, 15838.2, 15838, 15838.3]
[14261.1, 14260.8, 14261, 14261.3; 15801.8, 15801.5, 15801.2, 15801.6]
[14276.8, 14276.5, 14279.2, 14279.5; 15800.6, 15800.3, 15797.6, 15798]
[14525.8, 14532.9, 14532, 14524.9; 15852.8, 15860, 15860.9, 15853.7]
[14652.3, 14659.5, 14658.6, 14651.4; 15981.3, 15988.5, 15989.4, 15982.2]
[14262.4, 14262.1, 14262.3, 14262.6; 15800.5, 15800.2, 15799.9, 15800.3]
[14150.4, 14150.1, 14150.3, 14150.6; 15834.6, 15834.3, 15834.1, 15834.4]
[14263.7, 14263.4, 14263.6, 14264; 15799.2, 15798.9, 15798.6, 15799]
[14518.8, 14525.9, 14525, 14517.8; 15845.6, 15852.8, 15853.8, 15846.5]
[14265, 14264.7, 14265, 14265.3; 15797.9, 15797.5, 15797.3, 15797.6]
[14659.5, 14666.8, 14665.7, 14658.5; 15988.3, 15995.7, 15996.7, 15989.3]
[14246.8, 14246.5, 14249.3, 14249.6; 15801.4, 15801.1, 15798.4, 15798.8]
[14555.5, 14545.6, 14545.8, 14555.8; 16508.1, 16506.2, 16504.9, 16506.8]
[14511.8, 14518.9, 14518, 14510.8; 15838.5, 15845.8, 15846.7, 15839.4]
[14704.3, 14704.1, 14704, 14704.1; 16281.4, 16281.6, 16281.4, 16281.2]
[14662.4, 14662.2, 14662.1, 14662.2; 16385.2, 16385.4, 16385.2, 16385]
[14666.4, 14673.6, 14672.6, 14665.5; 15995.5, 16002.8, 16003.7, 15996.4]
[14133, 14132.7, 14133, 14133.3; 15838.1, 15837.8, 15837.5, 15837.8]
[14039.9, 14038.2, 14039.5, 14041.2; 15910.8, 15900.8, 15900.6, 15910.6]
[14269.8, 14269.5, 14272.2, 14272.5; 15793.5, 15793.2, 15790.5, 15790.8]
[14504.8, 14512.1, 14511.1, 14503.8; 15831.3, 15838.6, 15839.6, 15832.3]
[14254.1, 14253.8, 14254, 14254.3; 15794.7, 15794.3, 15794.1, 15794.4]
[14673.4, 14680.6, 14679.7, 14672.5; 16002.6, 16009.9, 16010.8, 16003.6]
[14255.4, 14255.1, 14255.3, 14255.6; 15793.4, 15793, 15792.8, 15793.1]
[14139.4, 14139.1, 14139.3, 14139.6; 15831.5, 15831.2, 15830.9, 15831.3]
[14256.7, 14256.4, 14256.6, 14256.9; 15792.1, 15791.7, 15791.5, 15791.8]
